Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL,Converted Repotag,Step1 convert,Step2 optimizer on,Step3 pull,Step4 create,Step5 start,Step6 remove,Step7 optimizer off,Step8 report
ubuntu:22.04,apt update,,https://github.com/gpioblink/raspi-docker/blob/ef8fa81c318288f614e0ba41b22a7bf0426ceb1e/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-gpioblink-raspi-docker,success,success,success,failure,,,,
ubuntu:22.04,dpkg --add-architecture i386 && apt-get update && apt-get -y install ca-certificates build-essential curl wget texinfo flex bison python-is-python3 python3-dev python3-venv python3-distro mingw-w64 lsb-release,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-CyFI-Lab-Public-MARSEA,success,success,success,failure,,,,
ubuntu:22.04,mkdir /app,,https://github.com/m41denx/particle-engine/blob/74921f6775ce3167870f621469a78501e09a5973/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-m41denx-particle-engine,success,success,success,failure,,,,
ubuntu:22.04,apt-get update,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-fantinialex-db-main-for-macOS,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y shellcheck && rm -rf /var/lib/apt/lists/*,,https://github.com/DmitriyStoyanov/docker-shellcheck/blob/4d9eaf45ac347f56c4666e8e024221c3dcd11127/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-DmitriyStoyanov-docker-shellcheck,success,success,success,failure,,,,
ubuntu:22.04,apt update && apt full-upgrade --yes && apt install --yes curl git pip,,https://github.com/IslasGECI/common_task_framework/blob/272fc700a954cdd142c2e7bb114a1dff5d9a2fd4/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-IslasGECI-common_task_framework,success,success,success,failure,,,,
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && echo $TZ > /etc/timezone,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-vojtechmares-toolkit,success,success,success,failure,,,,
ubuntu:22.04,addgroup --system --gid 2375 docker,,https://github.com/Josh5/ubuntu-dind/blob/9bb7bc1fd3886b17b734e213207e6e1de4f0514c/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Josh5-ubuntu-dind,success,success,success,failure,,,,
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$CONTAINER_TIMEZONE /etc/localtime && echo $CONTAINER_TIMEZONE > /etc/timezone,,https://github.com/prdktntwcklr/cpp-on-avr/blob/0ad280f9b6f6f7ad1cea1849644cd80a89b3d97f/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-prdktntwcklr-cpp-on-avr,success,success,success,failure,,,,
ubuntu:22.04,apt-get update,,https://github.com/sunsided/libheif-docker-build/blob/15f9f8f5468b492364c295dba11544c38d75c431/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-sunsided-libheif-docker-build,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install build-essential -y && apt-get install wget -y,,https://github.com/jimenaRL/gap-populations/blob/6fb7eb2fed9fca2424579f03016421de6867b1f2/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-jimenaRL-gap-populations,success,success,success,failure,,,,
ubuntu:22.04,apt-get update,,https://github.com/NaturalSelect/NonameServerPod/blob/37c6e369daa6d75190baecb0cc09a511c78f1778/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-NaturalSelect-NonameServerPod,success,success,success,failure,,,,
ubuntu:22.04,useradd -u 1000 -m -s /bin/bash -G sudo user,,https://github.com/bt/docker-ubuntu-vnc/blob/15cd022d3dcdf9e018af4d8c902f7948bf652dc3/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-bt-docker-ubuntu-vnc,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get -y install --no-install-recommends curl gnupg2 ca-certificates && update-ca-certificates && curl https://mega.nz/linux/repo/xUbuntu_22.04/amd64/megacmd_1.5.1-1.1_amd64.deb --output /tmp/megacmd.deb && apt install /tmp/megacmd.deb -y && apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/megacmd.*,,https://github.com/actions-marketplace-validations/Siege-Wizard_mega-upload/blob/befea4e933ad606c2d346ff4ce38835124bd868a/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-actions-marketplace-validations-Siege-Wizard_mega-upload,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y build-essential cmake lsb-release && rm -rf /var/lib/apt/lists/*,,https://github.com/KoalaMuch/VertexCover/blob/c7f8da7531b0eafe3dda14ea3533893728b5643b/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-KoalaMuch-VertexCover,success,success,success,failure,,,,
ubuntu:22.04,pip install --user -r requirements.txt,,https://github.com/tianranZH/PSF-MTF/blob/dc85f30a1be5f4b9d65f7a1395700400f6948655/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-tianranZH-PSF-MTF,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y build-essential automake autoconf bison m4 texinfo help2man git python3,,https://github.com/tangjicheng1/gnu-inetutils/blob/fd4e72613ad9c0e534d3edba741246ea6501cdca/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-tangjicheng1-gnu-inetutils,success,success,success,failure,,,,
ubuntu:22.04,apt update,,https://github.com/satwik-kambham/text-classifier/blob/3cfbb54c9ceeeb5d23bdb29c94c7b24ef14b4c58/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-satwik-kambham-text-classifier,success,success,success,failure,,,,
ubuntu:22.04,"apt-get update && apt-get install -y ca-certificates curl gnupg lsb-release && mkdir -p /etc/apt/keyrings && curl -fsSL https://download.docker.com/linux/ubuntu/gpg | gpg --dearmor -o /etc/apt/keyrings/docker.gpg && echo ""deb [arch=$(dpkg --print-architecture) signed-by=/etc/apt/keyrings/docker.gpg] https://download.docker.com/linux/ubuntu $(lsb_release -cs) stable"" | tee /etc/apt/sources.list.d/docker.list > /dev/null && apt-get update && apt-get install -y docker-ce docker-ce-cli containerd.io docker-buildx-plugin docker-compose-plugin",,https://github.com/aiport/ainode-docker/blob/3a23285549489b4677479a4fd44ff282314b6696/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-aiport-ainode-docker,success,success,success,failure,,,,
ubuntu:22.04,apt-get update,,https://github.com/Jpnock/langproc-env/blob/ea1e811723e17489fe9f3f8fd9bf6a6e1022c77a/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Jpnock-langproc-env,success,success,success,failure,,,,
ubuntu:22.04,"apt-get update && apt-get install -y curl sudo git jq iputils-ping build-essential python3 python3-tornado python3-requests python3-yaml gawk bc valgrind strace iproute2 libssl-dev && apt-get clean && rm -rf /var/lib/apt/lists/* && useradd -m github && usermod -aG sudo github && echo ""%sudo ALL=(ALL) NOPASSWD:ALL"" >> /etc/sudoers",,https://github.com/nd-cse-30341-fa22/github-runner/blob/bf1a083654a14a49169c79a9ac561a339ece8ae2/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-nd-cse-30341-fa22-github-runner,success,success,success,failure,,,,
ubuntu:22.04,rm -rf /var/lib/apt/lists/*,,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-demitas1-ros_docker,success,success,success,failure,,,,
ubuntu:22.04,apt update && apt install npm -y,,https://github.com/cpintado/test-npm-publish/blob/129f6202fdf818c9d4c12b6d2c41abc34e35402d/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-cpintado-test-npm-publish,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y git build-essential cmake libboost-all-dev libssl-dev libpcap-dev libpthread-stubs0-dev python3-dev python3 swig python3-pip python3-setuptools && rm -rf /var/lib/apt/lists/*,,https://github.com/g2dgaming/yolov8/blob/23a4315b2b0cbb91bae78ea649f250951c6ff0ce/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-g2dgaming-yolov8,success,success,success,failure,,,,
ubuntu:22.04,apt update -y,,https://github.com/MrCroxx/telegram-lawn-bot/blob/d1553122f9fc6ed2574dfb1893d9e0536e0ad5ef/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-MrCroxx-telegram-lawn-bot,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get upgrade -y && apt-get install -y ssh sudo build-essential git cmake python3 python3-venv python3-pip python3-wheel python3-dev python3-tk wget gdbserver openssh-server iputils-ping netcat libicu-dev rsync,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-ReggieMarr-space-vehicle-system,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y git curl bash && rm -rf /var/lib/apt/lists/*,,https://github.com/Temidayo32/signoz-deployment/blob/3bd8d5a4fa0406b586e43de43ee55b69b5f167fd/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Temidayo32-signoz-deployment,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y ansible openssh-server && mkdir /var/run/sshd,,https://github.com/Mounir-Bennacer/ansible/blob/c67fe41c1306e16d38b36d6b20e41d23184cb8fd/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Mounir-Bennacer-ansible,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y software-properties-common && add-apt-repository ppa:deadsnakes/ppa && apt-get update,,https://github.com/Mohamed600-DK/object_tracking/blob/267e5ad262040012aadf3c2cfa4b760958d8a19a/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Mohamed600-DK-object_tracking,success,success,success,failure,,,,
ubuntu:22.04,apt update -y && apt upgrade -y && useradd -m docker,,https://github.com/winds33ker/actions-self-hosted-image/blob/71464eea08a53895018109eb9917c10223adb4b2/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-winds33ker-actions-self-hosted-image,success,success,success,failure,,,,
ubuntu:22.04,/tmp/setup.sh && rm -rf /tmp/setup.sh /tmp/packages,,https://github.com/Zate/ide/blob/b606c7965f7a96b489979c3aff47d9d1b81b9e1a/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Zate-ide,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install --no-install-recommends -y apt-utils ca-certificates cmake g++ make sudo unzip vim-tiny git ssh wget,,https://github.com/darshan315/OpenFOAM_HiSA_PyTorch/blob/2ef1374b93fe028227ecb67085bc623b86873ad0/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-darshan315-OpenFOAM_HiSA_PyTorch,success,success,success,failure,,,,
ubuntu:22.04,"--mount=type=cache,target=/var/cache/apt,sharing=locked,rw apt update && apt install --no-install-recommends -y git vim build-essential python3-dev pip bash curl && rm -rf /var/lib/apt/lists/*",,https://github.com/SaladTechnologies/text-generation-webui/blob/d7481313affb587824e81d88c56380cd848690bf/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-SaladTechnologies-text-generation-webui,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get upgrade -y && apt-get install -y curl sudo gunicorn3,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-MartinMarwad-smartsites-editor-platform,success,success,success,failure,,,,
--platform=linux ubuntu:22.04,mkdir -p $GOPATH/bin,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile,cloud.cluster.local:5000/--platform=linux ubuntu-22.04:22.04-starlight-theproduct-space-dredd-secure,failure,,,,,,,
ubuntu:22.04,apt-get update && apt-get install wget -y && apt-get install python3-pip -y && apt install libjpeg-dev zlib1g-dev -y && pip install --upgrade pip,,https://github.com/europeana/rd-europeana-python-api/blob/e9a97ee1210f9e4e71e0db0edb09eb38b8416b04/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-europeana-rd-europeana-python-api,success,success,success,failure,,,,
docker.io/ubuntu:22.04,apt-get update && echo 'debconf debconf/frontend select Noninteractive' | debconf-set-selections,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile,cloud.cluster.local:5000/docker.io-ubuntu-22.04:22.04-starlight-Mingda-tech-MingDa_OrcaSlicer,success,success,success,failure,,,,
ubuntu:22.04,eval ${APT_INSTALL_PRE} python3-dev gdb pkg-config libspdlog-dev wayland-protocols python3-pip libwayland-dev ninja-build tigervnc-standalone-server tigervnc-common tigervnc-tools fluxbox eterm cmake g++ gcc xterm git net-tools python3 python3-numpy ca-certificates scrot libx11-dev libxrandr-dev libxcursor-dev libudev-dev libopenal-dev libflac-dev libogg-dev libvorbis-dev libopenal-dev libpthread-stubs0-dev libxinerama-dev libglfw3 libglfw3-dev libxi-dev libxkbcommon-dev ${APT_INSTALL_POST},,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-joelbeedle-salsa,success,success,success,failure,,,,
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && echo $TZ > /etc/timezone,,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Firdavs9512-kub-laravel,success,success,success,failure,,,,
ubuntu:22.04,echo 'mysql-server mysql-server/root_password password password' | debconf-set-selections,,https://github.com/tolkienforum/invisioncommunity-dev-dockerimage/blob/cd83a57b393b0b5686432cb992b686b351349899/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-tolkienforum-invisioncommunity-dev-dockerimage,success,success,success,failure,,,,
ubuntu:22.04,apt update -q && apt install -y ca-certificates wget && wget -qO /cuda-keyring.deb https://developer.download.nvidia.com/compute/cuda/repos/ubuntu2204/x86_64/cuda-keyring_1.1-1_all.deb && dpkg -i /cuda-keyring.deb && apt update -q,,https://github.com/fly-apps/whisper-example/blob/806a67aae8367e0a9cfa0bcf272beef093880efb/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-fly-apps-whisper-example,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install curl -y && apt-get install unzip -y && curl -fsSL https://deb.nodesource.com/setup_18.x | bash - && apt-get install -y nodejs && apt install -y openjdk-18-jdk -y && apt-get clean,,https://github.com/aslamanver/react-native-docker/blob/82d4570fd475910983ab9532c1f4ee27210e739d/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-aslamanver-react-native-docker,success,success,success,failure,,,,
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && echo $TZ > /etc/timezone && apt-get update && apt-get upgrade -y && apt install software-properties-common -y && add-apt-repository ppa:ubuntu-toolchain-r/test && apt-get update && apt install libtinfo6 -y && apt-get install -y git && apt-get install -y wget && apt-get install -y software-properties-common && apt-get install -y gcc-9 && apt-get install -y g++-9 && apt-get install -y bash && apt-get install -y build-essential && apt-get install -y libssl-dev && apt-get install -y libffi-dev && apt-get install -y libgl1-mesa-dev && apt-get install -y fonts-noto-color-emoji && apt-get install -y libportaudio2 && apt-get install -y libxcb-cursor0 && apt-get install -y espeak && apt-get install -y xclip && apt-get install -y libjpeg-dev && apt-get install -y zlib1g-dev && apt-get install -y libpng-dev && apt-get install -y patchelf && apt-get install -y ccache && apt-get install -y libxcb-xinerama0 && apt-get install -y gstreamer1.0-gl && apt-get install -y cmake && apt-get install -y ninja-build && apt-get install -y python3 && apt-get install -y python3-pip && apt-get install -y python3.10 && apt-get install -y python3.10-distutils && apt-get install -y python3.10-tk && apt-get install -y upx && apt-get install -y libgl1-mesa-glx && apt-get install -y libglib2.0-0 && apt-get install -y libsm6 && apt-get install -y libxext6 && apt-get install -y libxrender-dev && ln -s /usr/share/tcltk/tcl8.6 /usr/share/tcltk/tcl8 && rm -rf /var/lib/apt/lists/ && update-alternatives --install /usr/bin/gcc gcc /usr/bin/gcc-9 60 --slave /usr/bin/g++ g++ /usr/bin/g++-9 && rm -rf /var/lib/apt/lists/*,,https://github.com/Capsize-Games/airunner/blob/fcf40db89a4581b0fea9e6a3df41251ccd266a30/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-Capsize-Games-airunner,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get dist-upgrade -y && apt-get install sudo -y && apt-get autoremove -y && apt-get autoclean -y,,https://github.com/ammartins/bankcree/blob/dbda9037e32f037486c114dfa0e3348502478f59/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-ammartins-bankcree,success,success,success,failure,,,,
registry.docker.com/library/ubuntu:22.04,apt-get update && apt remove --autoremove ruby && apt-get install -y --no-install-recommends make autoconf libssl-dev libreadline-dev zlib1g-dev wget curl git build-essential ca-certificates vim dtach libffi-dev libcurl4-openssl-dev gcc tzdata,,https://github.com/acidtib/ruby-ubuntu-base/blob/98e196eb8d11a043fc2719f03a2f4fb432dc7725/Dockerfile,cloud.cluster.local:5000/registry.docker.com-library-ubuntu-22.04:22.04-starlight-acidtib-ruby-ubuntu-base,success,success,success,failure,,,,
ubuntu:22.04,"echo  ''  ; touch _TOP_DIR_OF_CONTAINER_  ; echo ""This container build as ubuntu  "" | tee -a _TOP_DIR_OF_CONTAINER_  ; export TERM=dumb      ; export NO_COLOR=TRUE  ; apt-get update ; echo ""installing packages via apt""       | tee -a _TOP_DIR_OF_CONTAINER_  ; apt-get -y --quiet install apt-file ; apt-get -y --quiet install git wget ; apt-get -y --quiet install git file wget gzip bash less vim procps ; echo ""Done installing packages. "" | tee -a _TOP_DIR_OF_CONTAINER_     ; cd /    ; echo """"",,https://github.com/tin6150/python/blob/61f142255a3f27cb8fc4fcc93d00a8974e856d2e/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-tin6150-python,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y $(cat /packages.txt) && rm -rf /var/lib/apt/lists/*,,https://github.com/mkst/sssv/blob/ff204c209826b89caf29e09a7fb973e73905e5a5/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-mkst-sssv,success,success,success,failure,,,,
ubuntu:22.04,DEBIAN_FRONTEND=noninteractive apt-get update --yes && apt-get install wget --yes && rm -rf /var/lib/apt/lists/*,,https://github.com/gshimansky/data-science-processing-workload/blob/6d3dda82de13fa524459f83b41cde45e8260aa15/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-gshimansky-data-science-processing-workload,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y rsyslog rsyslog-gnutls gettext-base python3 python3-yaml python3-jinja2 wget,,https://github.com/SEKOIA-IO/sekoiaio-docker-concentrator/blob/68421eaecaf84cf16b4c49c1881dc2ac7a8dc3c5/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-SEKOIA-IO-sekoiaio-docker-concentrator,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install --assume-yes locales,,https://github.com/cucumber/build/blob/8e07f122f25364b4a3a1235dab456dcfa484a864/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-cucumber-build,success,success,success,failure,,,,
rni.jfrog.io/digit-docker-remote/ubuntu:22.04,cat /etc/os-release,,https://github.com/sledress/JFrog-Learning/blob/63dc648427969930ddca1496150bb8ce5d3cf7e2/Dockerfile,cloud.cluster.local:5000/rni.jfrog.io-digit-docker-remote-ubuntu-22.04:22.04-starlight-sledress-JFrog-Learning,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y software-properties-common,,https://github.com/mirror12k/java-process-injection-demo/blob/b92ec1f8d23086a10d7113812dd758ba34e4e059/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-mirror12k-java-process-injection-demo,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y --no-install-recommends gnupg2 curl ca-certificates locales tzdata && curl -fsSLO https://developer.download.nvidia.com/compute/cuda/repos/ubuntu2204/x86_64/cuda-keyring_1.0-1_all.deb && dpkg -i cuda-keyring_1.0-1_all.deb && ln -snf /usr/share/zoneinfo/Etc/UTC /etc/localtime && locale-gen en_US.UTF-8 && dpkg-reconfigure locales tzdata && apt-get purge --autoremove -y curl && rm -rf /var/lib/apt/lists/* /var/lib/cache/* /var/log/*,,https://github.com/asteny/cuda-images/blob/cba09c5edbb353c146211d228cfa5c162e1fb352/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-asteny-cuda-images,success,success,success,failure,,,,
ubuntu:22.04,apt-get update && apt-get install -y python3 python3-pip python3-venv curl jq git,,https://github.com/apfaudio/eurorack-pmod-usb-soundcard/blob/ea6a8bf3b795ca8850580c0978f37321bcea715b/Dockerfile,cloud.cluster.local:5000/ubuntu-22.04:22.04-starlight-apfaudio-eurorack-pmod-usb-soundcard,success,success,success,failure,,,,
